   ,word       ,x                   ,y                   ,count,part_of_speech
309,another    ,1.6754456758499146  ,-9.495367050170898  ,127  ,DT
310,shall      ,-8.753815650939941  ,-24.919973373413086 ,62   ,MD
311,table      ,3.453141450881958   ,12.88344955444336   ,76   ,NN
312,want       ,-19.82419776916504  ,-13.018754959106445 ,56   ,VB
313,open       ,7.394070625305176   ,6.249340534210205   ,83   ,JJ
314,window     ,4.133083820343018   ,9.429678916931152   ,68   ,NN
315,evening    ,12.58541202545166   ,7.671290874481201   ,56   ,NN
316,...        ,-0.8089320659637451 ,-3.0286362171173096 ,199  ,:
317,...        ,-11.098312377929688 ,0.8867297768592834  ,106  ,NFP
318,nothing    ,6.0577216148376465  ,-3.4131484031677246 ,98   ,NN
319,wrong      ,-6.3981099128723145 ,-5.204591751098633  ,35   ,JJ
320,quite      ,1.797325849533081   ,-4.267726421356201  ,69   ,RB
321,looking    ,16.834136962890625  ,5.9490885734558105  ,112  ,VBG
322,remember   ,-14.479050636291504 ,-12.732271194458008 ,47   ,VB
323,spoke      ,1.950893759727478   ,-17.32337188720703  ,39   ,VBD
324,wind       ,0.6031736135482788  ,2.1002323627471924  ,57   ,NN
325,passed     ,19.569355010986328  ,4.925516605377197   ,72   ,VBD
326,softly     ,-3.267503023147583  ,4.284689903259277   ,33   ,RB
327,silver     ,-7.546401500701904  ,11.152541160583496  ,31   ,NN
328,own        ,-3.0831661224365234 ,14.658463478088379  ,146  ,JJ
329,first      ,1.310409426689148   ,-0.9706457257270813 ,163  ,JJ
330,day        ,13.302810668945312  ,7.963423252105713   ,248  ,NN
331,house      ,-1.089202642440796  ,7.626594066619873   ,161  ,NN
332,quickly    ,-1.9252806901931763 ,11.077333450317383  ,54   ,RB
333,making     ,-11.518113136291504 ,16.418804168701172  ,45   ,VBG
334,tea        ,2.9057087898254395  ,5.370800971984863   ,66   ,NN
335,hot        ,1.5498062372207642  ,-13.592520713806152 ,48   ,JJ
336,did        ,-6.306373596191406  ,-23.837059020996094 ,503  ,VBD
337,say        ,-16.838361740112305 ,-13.58147144317627  ,171  ,VB
338,_          ,-6.730147361755371  ,9.201644897460938   ,1814 ,NN
339,whose      ,3.7086398601531982  ,3.1650795936584473  ,43   ,WP$
340,dead       ,1.0529327392578125  ,-7.227327823638916  ,113  ,JJ
341,rose       ,-2.3652503490448    ,7.34841251373291    ,49   ,VBD
342,say        ,-6.490195274353027  ,-16.026376724243164 ,86   ,VBP
343,well       ,-2.978952169418335  ,-8.923480987548828  ,110  ,UH
344,what       ,3.0631015300750732  ,-8.123564720153809  ,97   ,WDT
345,every      ,1.6053611040115356  ,-8.569209098815918  ,141  ,DT
346,’s         ,1.2589855194091797  ,-16.343246459960938 ,88   ,VBD
347,thing      ,8.7068452835083     ,-0.10261982679367065,200  ,NN
348,else       ,2.018277645111084   ,-10.348712921142578 ,39   ,RB
349,simply     ,-6.181836128234863  ,-0.7502055168151855 ,57   ,RB
350,would      ,-7.1830925941467285 ,-23.7501220703125   ,480  ,MD
351,way        ,3.301358699798584   ,-0.14737343788146973,275  ,NN
352,’s         ,-3.5205159187316895 ,-20.122831344604492 ,58   ,VBP
353,sir        ,-13.258809089660645 ,2.175175428390503   ,180  ,NN
354,off        ,-7.895601272583008  ,-1.5842084884643555 ,107  ,IN
355,till       ,-3.860381841659546  ,-12.23473834991455  ,132  ,IN
356,suppose    ,-4.598840236663818  ,-13.494449615478516 ,83   ,VBP
357,memory     ,5.25559663772583    ,-5.237738609313965  ,38   ,NN
358,words      ,7.470454216003418   ,17.704835891723633  ,112  ,NNS
359,very       ,2.3804945945739746  ,-2.7310421466827393 ,183  ,RB
360,thinking   ,6.8267951011657715  ,-17.27438735961914  ,40   ,VBG
361,round      ,-11.514118194580078 ,-3.164902448654175  ,40   ,RB
362,person     ,10.627614974975586  ,3.682129383087158   ,54   ,NN
363,loudly     ,-13.138720512390137 ,3.681525468826294   ,30   ,RB
364,up         ,-4.006625652313232  ,-4.906769752502441  ,54   ,RB
365,coming     ,-2.0750184059143066 ,-2.6750688552856445 ,120  ,VBG
366,down       ,-3.557795524597168  ,-4.609461307525635  ,91   ,RB
367,wants      ,-1.1458464860916138 ,-18.670238494873047 ,46   ,VBZ
368,no         ,3.051215648651123   ,-6.687929153442383  ,416  ,DT
369,turn       ,9.881828308105469   ,15.252209663391113  ,30   ,NN
370,feet       ,4.983898162841797   ,20.015565872192383  ,81   ,NNS
371,sun        ,0.14300981163978577 ,4.626893997192383   ,75   ,NN
372,slowly     ,-5.8837971687316895 ,2.202406883239746   ,71   ,RB
373,waters     ,2.149716377258301   ,0.2504656910896301  ,34   ,NNS
374,’          ,-5.062783241271973  ,11.876047134399414  ,127  ,POS
375,song       ,10.4017915725708    ,-19.850961685180664 ,33   ,NN
376,sang       ,1.2165333032608032  ,-22.065547943115234 ,34   ,VBD
377,alone      ,-12.304917335510254 ,-0.5963813066482544 ,30   ,RB
378,long       ,4.974825382232666   ,3.4565274715423584  ,130  ,JJ
