   ,word       ,x                  ,y                  ,count,part_of_speech
205,few        ,-113.98735046386719,-63.7047119140625  ,61   ,JJ
206,however    ,-99.15849304199219 ,-135.0936737060547 ,32   ,RB
207,ice        ,1.7115681171417236 ,78.22476959228516  ,43   ,NN
208,us         ,123.95928192138672 ,130.7989044189453  ,60   ,PRP
209,although   ,52.73017120361328  ,-1.1290189027786255,53   ,IN
210,make       ,-57.02052688598633 ,14.964332580566406 ,36   ,VB
211,two        ,-92.68169403076172 ,-67.4299545288086  ,38   ,CD
212,thus       ,63.05258560180664  ,90.94964599609375  ,65   ,RB
213,why        ,-41.65660858154297 ,-121.36465454101562,35   ,WRB
214,strange    ,86.69843292236328  ,-67.20195770263672 ,32   ,JJ
215,room       ,90.98841857910156  ,122.18954467773438 ,32   ,NN
216,place      ,81.60893249511719  ,113.8818130493164  ,63   ,NN
217,away       ,31.188465118408203 ,123.95024871826172 ,44   ,RB
218,seemed     ,41.89384078979492  ,173.1240692138672  ,35   ,VBD
219,being      ,-121.80257415771484,-14.216073989868164,42   ,NN
220,appearance ,-53.46336364746094 ,31.053529739379883 ,30   ,NN
221,any        ,71.21942138671875  ,-109.9791488647461 ,81   ,DT
222,morning    ,-55.63331604003906 ,68.83734893798828  ,39   ,NN
223,up         ,-8.36748218536377  ,-11.583297729492188,64   ,RP
224,before     ,-70.39822387695312 ,-7.724517345428467 ,37   ,RB
225,within     ,46.93001174926758  ,68.32560729980469  ,31   ,IN
226,other      ,22.53414535522461  ,-22.223615646362305,76   ,JJ
227,appeared   ,-63.23143005371094 ,107.91410064697266 ,53   ,VBD
228,said       ,69.99686431884766  ,-57.72812271118164 ,93   ,VBD
229,“          ,87.54865264892578  ,61.15766906738281  ,74   ,``
230,“          ,-1.144758701324463 ,34.68000793457031  ,138  ,''
231,earth      ,-26.00830841064453 ,-66.59739685058594 ,36   ,NN
232,days       ,8.51167106628418   ,113.21662902832031 ,47   ,NNS
233,creature   ,-143.06207275390625,66.67090606689453  ,44   ,NN
234,countenance,10.9739990234375   ,178.58836364746094 ,38   ,NN
235,“          ,64.6775894165039   ,74.13912200927734  ,126  ,NN
236,indeed     ,37.091705322265625 ,-27.00522232055664 ,56   ,RB
237,thought    ,-53.948326110839844,138.5299530029297  ,51   ,VBD
238,new        ,9.418081283569336  ,60.0205192565918   ,39   ,JJ
239,spirit     ,49.757503509521484 ,95.17472076416016  ,34   ,NN
240,misery     ,662.9219970703125  ,-487.42926025390625,54   ,NN
241,happy      ,136.1620330810547  ,54.99106979370117  ,46   ,JJ
242,words      ,85.69148254394531  ,150.05520629882812 ,53   ,NNS
243,entered    ,-29.288171768188477,33.984832763671875 ,35   ,VBD
244,existence  ,-158.17543029785156,-69.18663024902344 ,31   ,NN
245,hope       ,167.2287139892578  ,27.543560028076172 ,30   ,NN
246,knowledge  ,-174.1035614013672 ,28.459308624267578 ,33   ,NN
247,hands      ,19.50192642211914  ,-181.36427307128906,38   ,NNS
248,tale       ,-43.255348205566406,-2.0505969524383545,31   ,NN
249,despair    ,-89.02893829345703 ,160.18777465820312 ,45   ,NN
250,knew       ,-26.21122932434082 ,107.1792984008789  ,32   ,VBD
251,peace      ,138.068359375      ,4.97177791595459   ,32   ,NN
252,continued  ,17.73044776916504  ,-118.72491455078125,32   ,VBD
253,pleasure   ,54.60139465332031  ,-46.440128326416016,36   ,NN
254,family     ,-144.1818084716797 ,21.826904296875    ,31   ,NN
255,friends    ,63.16720199584961  ,150.82177734375    ,54   ,NNS
256,house      ,-124.34933471679688,47.526641845703125 ,40   ,NN
257,alone      ,42.218650817871094 ,-118.14253234863281,30   ,RB
258,took       ,-31.62811851501465 ,88.73933410644531  ,36   ,VBD
259,came       ,-34.40147018432617 ,125.45303344726562 ,42   ,VBD
260,geneva     ,57.952938079833984 ,115.2938461303711  ,36   ,NNP
261,mother     ,-4.285181045532227 ,155.1485595703125  ,33   ,NN
262,gave       ,-122.20796203613281,9.916114807128906  ,32   ,VBD
263,scene      ,-141.09857177734375,-29.283172607421875,44   ,NN
264,elizabeth  ,-105.09758758544922,130.8909454345703  ,92   ,NNP
265,companion  ,-6.398197650909424 ,48.96746063232422  ,30   ,NN
